
v1	v2	v3	v4	v5	v6	v7	v8	time
0.001935	0.0035871	-0.1187224	-0.0107078	-0.0492283	-0.0506794	-0.035808	-0.0009298	2909.73
0.0019074	0.0038402	-0.1192665	-0.0099404	-0.0490407	-0.050738	-0.0359522	-0.0009602	2921.14
0.0019426	0.0036336	-0.1197476	-0.0100209	-0.0492807	-0.0510162	-0.0362938	-0.0009288	2932.58
0.0018745	0.0036199	-0.1203608	-0.0098895	-0.049415	-0.0512095	-0.0362479	-0.0008744	2944.0
0.0020046	0.0036892	-0.1209137	-0.0100011	-0.0496889	-0.0515645	-0.0364213	-0.0008575	2955.41
0.0018183	0.003687	-0.1212632	-0.0100183	-0.0500121	-0.0517291	-0.0366744	-0.0008394	2966.8
0.0021141	0.0039408	-0.1219902	-0.0099862	-0.0502515	-0.0520203	-0.0366763	-0.0008064	2978.23
0.0019642	0.0037989	-0.1226122	-0.0099463	-0.0504757	-0.052263	-0.0368226	-0.0008069	2989.64
0.0020507	0.0037564	-0.1230992	-0.0099798	-0.0507353	-0.0524704	-0.037037	-0.0007756	3001.05
0.0019841	0.0037799	-0.1238637	-0.0101006	-0.0508015	-0.052737	-0.0372079	-0.0007568	3012.47
0.0020257	0.0037732	-0.1241668	-0.0100106	-0.0512444	-0.052985	-0.0374218	-0.0007647	3023.86
0.0020923	0.0038191	-0.1248021	-0.0099975	-0.0514322	-0.0532155	-0.0375775	-0.0007424	3035.26
0.0019463	0.0037184	-0.1255023	-0.0100621	-0.0518071	-0.0535705	-0.0377031	-0.0006988	3046.69
0.002051	0.0037114	-0.1261024	-0.0100875	-0.052101	-0.0538053	-0.0378707	-0.0006803	3058.11
0.0020932	0.0037887	-0.1265849	-0.0100247	-0.0522334	-0.0540666	-0.0380518	-0.0006523	3069.53
0.0020182	0.0038575	-0.1271481	-0.0100035	-0.0525517	-0.0542845	-0.038202	-0.000631	3080.97
0.0020072	0.0038759	-0.1277318	-0.0100341	-0.0527214	-0.0544702	-0.0383706	-0.0006153	3092.42
0.0021039	0.003943	-0.1283098	-0.0100959	-0.0529345	-0.0556522	-0.0385196	-0.0006136	3103.86
0.0020745	0.0039273	-0.1292545	-0.0101886	-0.0522623	-0.0551185	-0.0387214	-0.000587	3115.28
0.0020652	0.0039591	-0.1296953	-0.0102611	-0.0536965	-0.0555642	-0.0390484	-0.0006004	3126.71
